nom_produit,prix,imageurl,subcategory,subsubcategory,shortdesc,largedesc
Starting block tripode - Score,"64,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29237917.jpg?frz-v=95,Matériel de Course à pied,Starting Blocks Athlétisme,"Starting block tripode facile d'utilisation, il convient parfaitement aux collectivités.","Modèle idéal en milieu scolaire. | Utilisable aussi bien par les gauchers que les droitiers. | Starting-block composé de 3 blocs fixes ne permettant aucun réglage. | Facile d'utilisation, il convient parfaitement aux collectivités."
Starting block compétition,"159,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29226791.jpg?frz-v=95,Matériel de Course à pied,Starting Blocks Athlétisme,Starting block compétition haut de gamme utilisable sur terrains synthétiques avec glissière centrale à...,Modèle haut de gamme utilisable sur terrains synthétiques avec glissière centrale à double crémaillère 30 positions (réglage en écart de pieds de 0 à 70 cm) et inclinaison des patins (hauteur 15 cm) réglable très facilement. | Modèle compétition idéal pour les clubs et collectivités.
Starting-block school,"55,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29226790.jpg?frz-v=95,Matériel de Course à pied,Starting Blocks Athlétisme,Modèle droitier tous terrains. Un modèle économique idéal pour les enfants.,Modèle droitier tous terrains (pistes synthétiques et cendrées). | Avec glissière centrale à double crémaillère avec 14 positions (réglable en écart de pied de 0 à 60 cm). | Patins (hauteur 9 cm) recouverts de caoutchouc soft. | Un modèle économique idéal pour les enfants.
Latte de rechange pour haie réversible,"27,75 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29280822.jpg?frz-v=95,Matériel de Course à pied,Accessoires Course Athlétisme,Latte de rechange pour haie scolaire réversible. Idéal en cas de casse.,"Latte de rechange en PVC peint en blanc, très résistante. | Idéal pour remplacer les lattes des haies scolaires réversibles cassése. | Longueur : 100cm | Largeur : 7cm"
Javelot Vortex Nerf,"15,50 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29452822.jpg?frz-v=95,Lancer Athlétisme,Javelots Athlétisme et Vortex,Javelot en mousse Nerf idéal pour l'apprentissage du lancer d'athlétisme,"Rocket en mousse pour une initiation au lancer, sans danger. | Zone de prise en main idéale pour des enfants | Ludique grâce à l'effet sonore provoqué par les 3 sifflements intégrés. | Longueur : 33 cm. | Poids : 125 g."
Javelot d'athlétisme d'initiation en mousse lightfoam 50 g,"13,50 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29237932.jpg?frz-v=95,Lancer Athlétisme,Javelots Athlétisme et Vortex,"Javelot en mousse beafoam très légère, spécialement conçu pour l'initiation au javelot pour les enfants.","Ailerons rouge, bleu, vert selon disponibilité. | Dimensions : | Longueur : 90 cm. | Diamètre : 50 mm. | Poids : 50 g."
Javelot d'athlétisme d'initiation en mousse apollo 300 g,"45,30 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29280842.jpg?frz-v=95,Lancer Athlétisme,Javelots Athlétisme et Vortex,"Javelot en mousse de PVC, idéal pour l'initiation du javelot aux enfants.",Javelot en mousse de PVC thermoformé avec poignée moulée et aileron arrière de stabilisation. | Dimensions : | Longueur : 70 cm | Diamètre : 30 mm | Poids : 300 g.
Tube de transport pour javelots,"319,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29250322.jpg?frz-v=95,Lancer Athlétisme,Javelots Athlétisme et Vortex,"Tube de transport pour javelots, robuste et facile à manipuler.","Tube acier très résistant diamètre 28 cm, durable dans le temps. | Monté sur 2 roues robustes, tube facilement transportable. | Robuste et très facile à manipuler ! | Hauteur sans les roues : 130 cm."
Sac à Dos à roulettes,"53,56 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29457617.jpg?frz-v=95,Bagagerie,Sacs à dos,"Sac à dos à roulettes, idéal pour transporter tout le matériel d'entrainement sur le terrain.","Transportez facilement l'ensemble de votre matériel avec ce sac à dos à roulettes. | Toile nylon renforcée 420D. | 2 poches sur les côtés, pour le petit matériel. | Roues adaptées à une charge jusqu'à 15 kg. | Peut contenir 12 ballons."
Sac à dos SIX WINGS Erima,"27,49 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG87937308.jpg?frz-v=95,Bagagerie,Sacs à dos,"Sac à dos SIX WINGS, idéal pour un rangement efficasse","Parfait pour tous les types de sport : le compartiment principal spacieux ainsi que son compartiment inférieur séparé offrent suffisamment de place pour y loger tout votre équipement. | Réédition : le successeur du sac de sport CLUB 5 est doté de la même structure et des mêmes matériaux, ainsi que d'un design légèrement modifié avec un imprimé SIX WINGS tendance. | Compartiment principal spacieux avec double Zip. | Poches latérales en textile mesh. | Cordon en caoutchouc réglable individuellement à l'avant. | Bretelles rembourrées. | Valise à ballons amovible en mesh. | Compartiment inférieur pour ranger les chaussures séparément"
Sac à dos Iconic rouge Jako,"24,99 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG62630931.jpg?frz-v=95,Bagagerie,Sacs à dos,"Sac à dos Iconic Jako, idéal pour une organisation bien pensée de vos essentiels",Sac à dos Iconic Jako | Compartiment principal spacieux avec fermeture éclair à double sens | Compartiment chaussures séparé avec hauteur de 10 cm | Dos matelassé et bandoulières embourrées | 28 x 21 x 46 cm (LxlxH) | Coloris : rouge
SIX WINGS backpack Erima,"29,49 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG87937309.jpg?frz-v=95,Bagagerie,Sacs à dos,"SIX WINGS backpack, idéal pour tous les sport","Un élégant compagnon au quotidien et pour le sport. | Le sac à dos sans compartiment. | Design noir épuré. | Compartiment avant avec organisateur. | Compartiment arrière avec compartiment ordinateur séparé et petite poche intérieure zippée. | Compartiment avant avec doublure polaire pour une protection maximale des smartphones et autres. | Deux poches latérales en mesh, idéales pour les bouteilles. | Bretelles et dos bien rembourrés. | Polyester inversé résistant à l'eau sur le fond. | Dimensions (L x I x H) env. 45x31x14,5 cm. | Volume env. 21 Litres"
Sac à dos Iconic vert/noir Jako,"24,99 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG62630932.jpg?frz-v=95,Bagagerie,Sacs à dos,"Sac à dos Iconic Jako, idéal pour une organisation bien pensée de vos essentiels",Sac à dos Iconic Jako | Compartiment principal spacieux avec fermeture éclair à double sens | Compartiment chaussures séparé avec hauteur de 10 cm | Dos matelassé et bandoulières embourrées | 28 x 21 x 46 cm (LxlxH) | Coloris : vert/noir
Sac à dos de course - Sveltus,"12,49 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29453572.jpg?frz-v=95,Bagagerie,Sacs à dos,"Sac à dos running très leger, idéal pour vos sorties courses à pieds.",Sac à dos idéal pour vos séances de running. | En tissu mesh pour faciliter l'évacuation de la transpiration. | Doté d une grande poche centrale et de trois autres petites poches idéales pour vos clés ou smartphone par exemple. | Réglable avec une sangle poitrine et une sangle basse.
Sac de transport - Noir - Erima,"74,50 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG85516981.jpg?frz-v=95,Bagagerie,Sacs à dos,"Sac de transport spacieux, idéal pour transporter tous vos équipements !","Le spacieux Travel Bag convainc par ses nombreux extras pratiques et son matériau extrêmement résistant. | Le clou : tu peux le porter comme sac de sport mais aussi comme sac à dos | Bretelles rembourrées réglables individuellement et dos rembourré pour un port confortable en sac à dos | Si nécessaire, les bretelles peuvent être décrochées à la partie inférieure et rangées à l arrière du sac | Compartiment spacieux à l arrière avec fermeture éclair pratique | Fermeture sur le devant des bretelles pour un ajustement optimal | Bandoulière simple pour porter le sac comme un sac de sport | Le compartiment principal très spacieux est divisé en deux moitiés. | La moitié inférieure est divisée en deux compartiments, l un avec un filet pratique ainsi qu une poche intégrée pour les vêtements mouillés | Les deux compartiments peuvent également être ouverts de l extérieur et disposent d ouvertures pour une aération idéale | Petit compartiment séparé avec fermeture éclair pour les petits objets importants"
Backpack training 45 l - Sveltus,"58,33 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29453573.jpg?frz-v=95,Bagagerie,Sacs à dos,Sac de sport avec des multiples poches de rangement d'une capacité de 45L.,"Sac de sport conçu essentiellement pour les athlètes afin d'apporter tout le nécessaire, à l'entraînement ou en compétition, grâce à ses multiples compartiments individuels pour une organisation optimale. | 2 grands compartiments zippés + 2 poches frontales zippées + 1 poche arrière velcro® + multiples poches intérieures. | Les lanières sont ajustables au niveau des épaules et les bretelles sont renforcées. | Le sac est imperméable et très résistant. | Vous pouvez le personnaliser avec des patchs velcro®.  Un patch Sveltus inclus."
Sac à dos Shoreline gris/noir Wilson,"83,50 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG89316901.jpg?frz-v=95,Volleyball,Beach Volley,Un matériau extérieur et une base durables permettent une utilisation fréquente partout où vous irez,"Un sac à dos de volley-ball spacieux adapté à la plage et conçu dans le respect de la planète | Adapté pour le beach-volley, il a une ouverture pour évacuer le sable. | Compartiment pour ordinateur, chaussures etc. | Poches sur les côtés | Tissu extérieur et doublure 100 % polyester recyclé"
Sac à dos Shoreline beige/noir Wilson,"83,50 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG89316900.jpg?frz-v=95,Volleyball,Beach Volley,Un matériau extérieur et une base durables permettent une utilisation fréquente partout où vous irez,"Un sac à dos de volley-ball spacieux adapté à la plage et conçu dans le respect de la planète | Adapté pour le beach-volley, il a une ouverture pour évacuer le sable. | Compartiment pour ordinateur, chaussures etc. | Poches sur les côtés | Tissu extérieur et doublure 100 % polyester recyclé"
Sac à dos - EB - T BAG 40,"72,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29301022.jpg?frz-v=95,Bagagerie,Sacs à dos,"Le TBAG 40, le sac à dos parfait pour tous les grimpeurs.","Grâce à son double système d ouverture, ce sac permet d accéder facilement à tout votre matériel, en toutes circonstances. | Aux pieds des voies ou au relais l accessibilité même au fond du sac devient plus facile. | La capacité de 40 litres et les multiples systèmes de portage permettent de transporter facilement tout votre matériel d escalade, tandis que la construction 100 % polyester garantit la durabilité. | Dimensions : 55x28x28 cm. | Fond de sac = BALISTIC haute densité | Bretelles matelassées | Design de dos ergonomique | Ceinture abdominale + sangle pectorale ergonomique ajustable"
Sac à dos Iconic noir Jako,"24,99 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG62630929.jpg?frz-v=95,Bagagerie,Sacs à dos,"Sac à dos Iconic Jako, idéal pour une organisation bien pensée de vos essentiels",Sac à dos Iconic Jako | Compartiment principal spacieux avec fermeture éclair à double sens | Compartiment chaussures séparé avec hauteur de 10 cm | Dos matelassé et bandoulières embourrées | 28 x 21 x 46 cm (LxlxH) | Coloris : noir
Sac à dos Iconic Bleu foncé Jako,"24,99 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG62630925.jpg?frz-v=95,Bagagerie,Sacs à dos,"Sac à dos Iconic Jako, idéal pour une organisation bien pensée de vos essentiels",Sac à dos Iconic Jako | Compartiment principal spacieux avec fermeture éclair à double sens | Compartiment chaussures séparé avec hauteur de 10 cm | Dos matelassé et bandoulières embourrées | 28 x 21 x 46 cm (LxlxH) | Coloris : Bleu foncé
Sac à dos Iconic gris Jako,"24,99 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG62630928.jpg?frz-v=95,Bagagerie,Sacs à dos,"Sac à dos Iconic Jako, idéal pour une organisation bien pensée de vos essentiels",Sac à dos Iconic Jako | Compartiment principal spacieux avec fermeture éclair à double sens | Compartiment chaussures séparé avec hauteur de 10 cm | Dos matelassé et bandoulières embourrées | 28 x 21 x 46 cm (LxlxH) | Coloris : gris
Sac à dos Iconic bleu Jako,"24,99 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG62630926.jpg?frz-v=95,Bagagerie,Sacs à dos,"Sac à dos Iconic Jako, idéal pour une organisation bien pensée de vos essentiels",Sac à dos Iconic Jako | Compartiment principal spacieux avec fermeture éclair à double sens | Compartiment chaussures séparé avec hauteur de 10 cm | Dos matelassé et bandoulières embourrées | 28 x 21 x 46 cm (LxlxH) | Coloris : bleu
Sac à dos Iconic rose Jako,"24,99 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG62630930.jpg?frz-v=95,Bagagerie,Sacs à dos,"Sac à dos Iconic Jako, idéal pour une organisation bien pensée de vos essentiels",Sac à dos Iconic Jako | Compartiment principal spacieux avec fermeture éclair à double sens | Compartiment chaussures séparé avec hauteur de 10 cm | Dos matelassé et bandoulières embourrées | 28 x 21 x 46 cm (LxlxH) | Coloris : rose
Sac tanga - Eldera - noir/rouge,"5,83 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG42563838.jpg?frz-v=95,Bagagerie,Sacs à dos,"Sac type gymbag pour séparer vos affaires sales des propres, ou tout simplement, pour emmener votre nécessaire","Sac avec grande poche centrale, refermable à l'aide de cordons épais. | Utilisation de polyester 600 D, pour une résistance optimale à la déchirure. | Finition avec logos printés. | Dimensions : 42,5 x 34,5 cm. | Composition 100% polyester."
